carpark_number,longitude,latitude,nbus_500,nbus_100,school_500,mrt_500
B47,103.922247839024,1.33089591532676,9,0,2,0
B48,103.923421228438,1.33009592773121,15,0,2,0
J21,103.72986944795,1.34906412960563,12,2,4,0
SM9,103.836842743833,1.35549531170881,12,1,0,0
Q82,103.794301521516,1.31099818448544,11,0,0,1
HG2,103.892025512286,1.36291628162409,13,0,0,0
HG2B,103.882455838508,1.37552990726356,18,0,5,0
HG4,103.890983381569,1.3642304254368,15,0,1,0
GSM,103.898340096614,1.31720671424654,12,2,0,1
SK40,103.888403398056,1.39044675592908,19,2,3,1
SK41,103.887776160463,1.38872795405383,18,2,3,2
SK44,103.886380303698,1.3894943709639,14,1,2,0
SK48,103.891507801806,1.39020406555698,21,1,3,2
SK49,103.890455762722,1.39051302022713,21,2,3,2
SK50,103.892561232331,1.39327484933276,14,0,1,1
SK51,103.891476056772,1.39361251255771,16,2,1,1
KEM1,103.852514261709,1.30891669220001,8,1,1,3
BR8,103.854558341809,1.32516001102033,14,0,0,0
BR6,103.853535763071,1.32303882528804,11,0,1,0
BR10,103.854504305275,1.32301853949917,12,0,1,0
GSML,103.898488503854,1.31703122753822,12,2,0,1
CK53,103.750186309811,1.40155438849801,15,0,2,0
HG73,103.883551450112,1.37830445462563,18,1,3,0
W106,103.808478523258,1.44293575836425,11,0,0,0
W104,103.807538591277,1.4439746500165,15,1,0,0
W105,103.808859302818,1.44466730324452,13,0,0,0
CK10,103.745434865984,1.38050475322052,23,0,2,3
CK9,103.744917810056,1.38149597378861,23,2,1,2
EC2,103.904442125182,1.32261572825632,7,0,1,1
EC3,103.904475815315,1.32115673411842,9,2,1,1
EC4,103.902692444354,1.3205164562707,8,0,1,1
ECM,103.901627136971,1.32002998785529,8,1,0,2
M33,103.882172671008,1.32324579235415,12,1,2,0
CK59,103.742038134687,1.37681191740049,18,0,1,0
CKM9,103.743296588946,1.37736519160234,17,0,1,0
W782,103.803571681533,1.44820517785038,13,2,1,0
SK5,103.902745069894,1.38767848783983,22,0,3,2
PL18,103.914316515023,1.39609284747614,13,1,3,2
PL21,103.915465751868,1.39497078479515,10,1,2,1
PL43,103.903095832737,1.40171439855035,19,0,2,0
PL59,103.898760672691,1.40810932165348,7,0,0,3
PL52,103.901460526848,1.41019511808862,2,0,0,1
PL65,103.899722789586,1.40976244792462,4,0,0,1
W12M,103.772203770859,1.44464074999516,12,0,0,0
W93,103.802591624688,1.43778289887642,15,1,2,1
PM26,103.943992740232,1.37386757289494,17,1,1,1
BJ14,103.773529063422,1.37898693779582,12,1,2,3
BJ15,103.773781887133,1.3774944817505,13,1,0,4
BJ16,103.773620310876,1.37750651657188,13,1,0,4
BJ23,103.772951089319,1.37763455117533,16,0,2,4
BJ44,103.764986793479,1.38064894111593,31,0,1,1
BJMP,103.773515233385,1.37776642353482,14,1,1,4
SG4,103.863103594292,1.32330785363861,8,0,2,1
Y12,103.832471548396,1.43679674273868,14,0,3,0
EC7,103.901625746783,1.31778370321915,10,0,0,2
Y62M,103.844446905077,1.43024891305376,13,1,1,0
Q68,103.799004671473,1.30687742619609,6,0,0,1
Q65,103.798753854211,1.30552382045633,10,0,1,1
SK89,103.88854798239,1.39486967338794,12,2,2,0
AR1M,103.783666774324,1.30284868402082,8,1,4,0
A35,103.854081474114,1.36864639260533,17,0,2,0
A45,103.85523049601,1.37091769306746,17,0,2,0
A48,103.85465226093,1.37037128145781,19,0,2,0
A64,103.853473517272,1.37050658461092,15,1,2,0
TB19,103.808710412968,1.27466469119481,14,1,1,1
Y5,103.832107583229,1.4311145317303,18,1,4,1
Q77M,103.792015554458,1.31159320403215,15,0,0,1
Q80,103.792701706885,1.30853648140917,20,2,0,1
Q85,103.792045670383,1.30823459104465,17,0,0,1
W570,103.790031562115,1.43090381012399,20,1,3,0
TB17,103.81301980698,1.27481485722614,11,0,0,0
TBM5,103.811751539665,1.27499850707926,16,0,1,0
TBM6,103.811111374753,1.27333300146065,16,1,1,1
TBM7,103.810835773813,1.27626612034828,14,2,1,0
PM23,103.949503747712,1.36868175530225,12,1,2,1
PR13,103.94961882877,1.36947638581768,15,0,2,1
SK95,103.889857180532,1.39797033515332,4,0,0,1
SK90,103.892357868446,1.39485243631415,10,0,1,1
EC8,103.903208105127,1.31922686482178,10,1,0,1
Y6,103.834194128217,1.43252304235201,17,0,4,1
Y58,103.832382505589,1.43253924851552,16,0,2,1
A87,103.857884237373,1.36682635874641,11,0,0,0
A41,103.85693260005,1.3649369353058,9,0,0,0
A42,103.857363892393,1.36658018162896,10,1,0,0
HG19,103.884152973456,1.35278500636343,7,0,2,1
HG20,103.886427478538,1.35028350723647,9,0,2,0
HG23,103.891546334091,1.3575125780005,21,0,2,0
W82,103.801607108654,1.44451438007695,13,0,2,1
W95,103.801780568992,1.44417295541564,14,0,2,1
SB33,103.827432868251,1.45121389794192,14,2,0,0
Y41,103.83993155851,1.43013540670031,19,0,2,0
Y41M,103.840884831441,1.43075030873334,15,0,2,0
J6,103.73885142891,1.33906810004769,16,1,2,0
J7,103.738033149612,1.34154387290369,15,1,2,0
W85,103.7991013604,1.43409757803552,16,1,2,0
SK85,103.878137262843,1.39424024897645,11,0,2,3
SI10,103.957123220528,1.34556997906984,16,2,0,1
SI6,103.955625430728,1.34690182457404,13,2,1,1
SI7,103.956292202956,1.34742968430817,12,0,0,1
SI8,103.957122100942,1.347209306794,11,2,0,1
SI9,103.955439461755,1.34577534749283,18,2,1,1
T20,103.947360277878,1.35621450944085,18,2,4,0
T30,103.949415584102,1.35106398143595,14,0,4,0
T31,103.947978706942,1.35112353635064,14,0,5,0
T79,103.954469441427,1.35741276397952,21,0,3,0
T81,103.957967543894,1.3603298279116,16,2,2,0
TM15,103.952223701669,1.35773062477325,19,0,4,0
TM16,103.950231132901,1.3557548071635,22,0,4,0
TM44,103.956316850271,1.35920002462405,19,0,2,0
Q17,103.803824603279,1.29620634646065,18,0,1,0
Q96,103.804405250075,1.29534716692892,18,0,1,0
HG74,103.888070508009,1.35082019071605,13,0,2,1
B41,103.931492866046,1.33255491802081,16,1,4,0
B43,103.927603397773,1.33110518654351,21,0,1,0
B46,103.924181951894,1.33132122440174,15,1,0,0
B49,103.926668207172,1.33218576654184,17,1,1,0
B72,103.907389773807,1.33437705959754,12,0,0,0
B73,103.906967246152,1.33249226785226,15,0,1,0
B74,103.909055262719,1.33284685312311,14,2,1,0
B7B,103.934840004069,1.32652150175342,8,0,2,0
B83,103.922271294732,1.32646901354951,13,0,2,0
B85,103.941357842004,1.3260802458198,10,0,4,0
B94,103.929357438698,1.33226016581532,16,0,2,0
B94A,103.929179189478,1.33130362773806,18,0,2,0
B99M,103.922761343933,1.32748807507333,12,1,2,0
CC1,103.922911429628,1.32662127065844,16,0,2,0
CC10,103.925576815854,1.32868573161472,15,0,0,0
CC11,103.921634031442,1.32909586074477,8,0,2,0
CC4,103.921387530793,1.32576153824278,11,0,2,0
CC8,103.919441172637,1.32689548824242,7,0,2,0
CC9,103.925995094557,1.32772011619967,17,3,0,1
PL10,103.910306193958,1.3966475919364,11,0,5,2
PL11,103.908650550161,1.39811441283673,18,1,5,1
PL28,103.906516042332,1.40200920367078,25,0,3,1
BR4,103.855421378064,1.32357725963978,11,0,1,0
Q75M,103.793698878344,1.3083119292817,17,1,0,2
C18A,103.764186978243,1.31175608147154,15,1,2,1
C16,103.762481571671,1.31431392669284,12,0,2,1
C18,103.763374420869,1.31227166290931,14,1,2,1
AR2M,103.781674489325,1.30473889283041,7,1,4,0
AR7M,103.785192003839,1.30477137726805,11,0,3,0
W68,103.800522166794,1.4414225381608,18,2,2,1
BL15,103.707562203036,1.34597151975416,15,0,0,0
Q16,103.803716679746,1.29693372572578,17,0,2,0
T26,103.949098205839,1.35222092781116,17,0,3,0
T27,103.948191326775,1.3530053637216,15,1,4,0
T28,103.949398406629,1.35422923400605,18,0,5,0
T29,103.950960594757,1.35396876513551,20,1,5,0
TM8,103.957204284652,1.35150069169546,12,0,1,1
PL47,103.900916328431,1.40062697761417,12,0,1,0
PL49,103.900391802806,1.39931853624636,8,0,2,0
J19,103.733956631501,1.34792579202609,15,0,1,0
J24,103.73106093441,1.34573255581259,14,0,2,0
J25,103.731645631935,1.3448639686521,13,1,1,0
J26,103.730596824331,1.34492185975892,13,0,2,0
J64,103.731852359934,1.34447334583006,14,1,1,0
B19,103.940960967934,1.32192454600515,14,0,3,0
B44,103.927508774672,1.33397125144351,13,0,1,0
SK27,103.903605711018,1.38511645208842,16,1,1,2
TE13,103.830574556754,1.28322665997149,8,0,0,1
SK96,103.878250935839,1.39291336961714,11,0,1,2
AR2L,103.781154655174,1.30591323446221,11,1,1,0
A10,103.844524015177,1.36863298161408,11,0,1,1
A8,103.843307711467,1.36875607099323,11,1,2,1
B95,103.935082729463,1.32551298026985,8,3,2,0
B96,103.932951608324,1.32496629034656,13,0,0,0
AV1,103.803215264159,1.28558255499231,9,0,0,0
H4,103.829371405368,1.28809389693211,14,0,0,1
H17,103.827857105147,1.28816785759222,10,0,2,1
H18,103.826978815376,1.28898974053376,15,0,2,1
Y16,103.839438288842,1.43306208670149,17,0,3,0
S102,103.907600114193,1.38927397380214,14,0,0,2
BKE1,103.851596339235,1.30781893058318,7,0,1,2
BKE9,103.851463797291,1.30733721264767,9,0,0,2
Y17,103.841161068349,1.43506344390225,14,0,4,0
JM16,103.702123027935,1.33721556366032,17,0,2,0
JM17,103.704086128099,1.3353138254513,15,2,1,0
SK67,103.897095767036,1.38194789824095,15,2,4,1
PL36,103.906223056365,1.40601975747575,16,0,1,0
SK65,103.897005879401,1.38364718364384,19,2,3,1
SK64,103.895742240925,1.38439098689015,22,0,2,1
CR1,103.863307722528,1.30327083630095,18,0,0,2
BBB,103.853663206401,1.29658002772561,27,2,1,3
BM31,103.816575026007,1.28244913006554,12,0,2,0
CSM,103.841165206315,1.28743807416102,11,0,1,1
FRM,103.861364662207,1.30875863304829,15,0,0,2
GE1B,103.88699247956,1.32120544280365,8,0,0,0
GE1C,103.886299124281,1.31975878966894,9,1,2,0
GEM,103.887602667282,1.3200368136063,11,0,0,0
HG15,103.886712167765,1.35896083834094,15,0,2,3
HG16,103.888091510667,1.35972645083626,16,2,2,2
HG25,103.886889853111,1.35982733896297,13,1,2,2
HG37,103.887370667643,1.3730086329161,25,1,3,0
HG38,103.889698588937,1.37252086265299,23,0,2,0
HG45,103.886129966203,1.3759038270818,20,0,5,0
HG46,103.886962969499,1.37585784771058,22,0,3,0
HG88,103.888599954832,1.37600260147811,20,1,3,0
HG9,103.884519896711,1.35891053291104,11,0,0,2
HG9T,103.885238659407,1.35864838757239,13,1,0,3
JCM,103.898856003231,1.31525295135647,11,0,0,0
JCML,103.898634578236,1.31515507696531,9,0,0,0
K10,103.884416451002,1.30941536478301,11,0,2,1
KAM,103.843268627196,1.28192592112832,18,0,0,2
KAML,103.843257637828,1.28233016234097,17,0,0,2
KM1,103.883946141596,1.31011214101288,11,0,1,0
MP14,103.906950687308,1.30254517580666,9,0,0,0
MP15,103.905978614516,1.30268247218683,10,1,0,0
MP16,103.906657805469,1.30198058088432,7,0,0,0
MP19,103.906348584329,1.3013118624384,7,0,0,0
PR3,103.950715630263,1.37106342287556,16,0,2,1
PR6,103.957594005062,1.3693790590205,14,0,4,0
PRM,103.842270008062,1.28545036782062,16,1,0,2
SIM4,103.953546384048,1.34359318291135,17,0,2,0
T55,103.945251948639,1.35629474946784,14,2,2,0
TAM1,103.945951876379,1.3551798764167,15,0,2,0
KE1,103.908906090884,1.32975277962478,11,0,1,0
EI3,103.898379671788,1.31884646728076,9,1,0,1
HR1,103.8975454497,1.31146263547137,12,0,1,0
HR2,103.897028708757,1.31263245735629,13,0,1,0
HR3,103.896387655711,1.3139801309431,18,0,0,0
HR4,103.896001387062,1.31469240617583,16,0,0,0
HR5,103.895099323358,1.31301864605194,15,1,0,0
B24,103.938294622262,1.33264716030701,12,0,5,0
B25,103.94049034285,1.3329691187717,8,0,3,0
B69,103.941970736194,1.33342618363755,8,2,3,0
T77,103.952774960656,1.36167764999293,10,2,2,0
TAM2,103.953155104096,1.36029333438921,18,0,3,0
BJ25,103.771725184279,1.38489913010468,8,0,3,1
BJ26,103.772699379228,1.38380907430643,8,0,2,1
BJ62,103.771396322017,1.38426862537457,12,1,3,1
TWM2,103.756576724386,1.37963665953809,12,1,2,1
HG87,103.877863195679,1.37592092826308,22,0,2,0
HG90,103.877843513769,1.37788142057996,19,0,1,0
HG91,103.880220120928,1.37801749594513,21,0,2,0
SD11,103.879448766348,1.31638569035146,16,2,2,1
BRM,103.86617287009,1.32074720245893,11,0,1,1
B23T,103.939978302879,1.33229910764382,8,0,3,0
W94,103.801345107114,1.44025155735181,21,1,3,1
JM21,103.697177926768,1.33707456670612,26,2,1,0
JM24,103.698059830317,1.33528748430355,20,2,2,0
T43,103.934334117545,1.35115138241597,18,2,3,0
T44,103.935373329347,1.35071222526861,18,0,3,0
T45,103.935205836695,1.35306640946916,18,2,3,0
T46,103.936530325547,1.35249762189397,16,0,3,0
TM19,103.959344863584,1.35734265491577,13,0,3,0
TM20,103.961021492098,1.35814271798811,11,0,1,0
BR9,103.850743087122,1.31896256962333,12,0,0,0
Q73,103.800391665527,1.30625330850682,9,1,1,1
Q70,103.800549271792,1.30734607061153,8,0,0,0
Q67,103.800543340032,1.30717281236323,9,0,0,0
J66,103.6911289087,1.34129803939305,21,4,2,0
J67,103.692762268071,1.34164398851553,27,0,0,0
J68M,103.691922476185,1.34205592994139,22,2,1,0
PP6,103.867614650814,1.33228373597578,14,2,2,1
SIM6,103.958943720412,1.34296645518745,18,0,0,0
KJ1,103.852041216531,1.31363383389436,11,0,1,1
KJ2,103.850679945965,1.31325065452072,13,1,1,1
B26,103.940340587255,1.3343079867729,7,0,3,0
B27,103.938038135209,1.33411774698927,10,0,4,0
GMLM,103.785820620833,1.30872831200927,12,0,0,1
GM2,103.788160078779,1.31160140288265,13,1,1,0
GM3,103.788853078971,1.31115590464674,11,1,1,1
GM5,103.788510835534,1.31038185297431,10,0,1,1
GM2A,103.787236194004,1.3109380789366,11,1,1,0
GM6B,103.78765231793,1.3096110710679,11,0,1,1
KJM2,103.852047211502,1.31167934445338,11,0,1,1
HVM,103.827718371206,1.2898694822057,14,1,1,1
T1,103.946233605618,1.34739572349439,7,1,2,0
T3,103.947432831127,1.34659813245615,7,0,1,0
T7,103.945805403672,1.34546969683802,4,0,1,0
T8,103.944190073287,1.34641423073224,7,0,3,0
KJ3,103.84993059474,1.31442661586661,12,0,1,0
KJM1,103.848876156208,1.31604597714886,14,0,2,0
KJ4,103.851470185181,1.31658690794699,12,1,1,0
CVBK,103.861027597963,1.31651643285494,18,0,0,1
BKRM,103.861368095199,1.31727630326976,16,2,0,1
U52,103.74501700593,1.34460769567205,13,0,2,0
CK62,103.749889943228,1.40383948632484,11,0,1,0
CK63,103.750884316164,1.40286350152128,14,1,1,0
CK64,103.75130299875,1.39976283413898,19,0,1,1
P8,103.910913906771,1.39422844623806,7,0,3,1
P9,103.912537458296,1.39292391841249,6,0,3,1
PL53,103.898210924182,1.40527653264689,13,0,0,2
RC2,103.853070634171,1.32768774675285,15,0,0,0
RC3,103.854564124589,1.32828554367791,12,2,0,0
SK66,103.906938482567,1.39166684156152,13,2,3,2
BRM1,103.856728963114,1.32648548770427,9,0,0,0
Y36,103.837989684201,1.42130383905766,16,0,2,0
CK11,103.741868946579,1.37873382347566,22,1,1,0
CK35,103.742397276147,1.39032696938279,12,0,1,0
K19,103.88930362342,1.30786229262222,10,0,3,1
SK18,103.904550985197,1.39467896998938,14,0,3,1
J17,103.735473428565,1.34566907984603,18,0,1,0
J20,103.73247644634,1.34620383801518,17,1,1,0
HE9,103.82119375672,1.28370736573151,17,0,0,0
JM20,103.70095646555,1.33537708620504,15,2,2,0
PM24,103.951315318991,1.36718517991143,10,1,2,0
PR14,103.951492698769,1.36668608880898,9,0,2,0
BRM5,103.859485855902,1.32754382777062,8,0,1,0
BRM6,103.861193389366,1.32778311379668,7,0,1,0
H6,103.828983586893,1.29136966413203,15,1,0,1
P7,103.906470152887,1.3954279668974,15,0,2,2
CK58,103.744879077826,1.40188001041078,9,0,2,0
W11,103.772711450215,1.44226671440428,18,0,1,0
W11M,103.772856586806,1.44272407375928,17,0,1,0
BJ13,103.774778801776,1.37700362248509,10,0,0,4
C11,103.766141636674,1.31589498981238,15,0,3,1
C29,103.759231789666,1.3126146115238,9,0,3,0
C30,103.761421070253,1.31145809738229,10,0,4,0
C31,103.760599082471,1.31056319446036,12,0,2,0
C33,103.766857618002,1.30455943796697,12,0,3,0
C34,103.760936270154,1.30701031530639,11,0,2,0
C35,103.761439225623,1.30561230241375,13,0,1,0
C36,103.763557421214,1.30530967452117,14,0,2,0
C37,103.76397169773,1.30353831712631,12,1,2,0
C38,103.76252679036,1.30280666781867,13,1,1,0
CKM2,103.746725688793,1.39832524590191,17,1,1,1
CTM1,103.764072923184,1.31474466503457,16,0,3,1
JMB2,103.826795600075,1.28513514427867,12,1,1,1
JMB3,103.825598528081,1.28259629107526,14,0,1,0
U11,103.743303206045,1.34742091712256,14,1,3,0
U7,103.742092661761,1.34870766411204,13,0,2,0
U8,103.741894601901,1.34716197857885,11,1,4,0
A49,103.857797087664,1.37132960595493,12,0,1,0
A76,103.838834804976,1.3779771118917,17,0,1,0
U50,103.755651705318,1.34734194533605,25,0,3,0
T57,103.933069363256,1.35074674066928,20,2,4,0
T78,103.951211072332,1.35767731004955,18,0,4,0
PM43,103.933146993525,1.37717707661931,14,0,2,0
PM44,103.93329952864,1.37596561826745,13,0,2,0
T73,103.946922166286,1.35808555961423,14,2,4,0
BKE4,103.856840971673,1.3144503701412,16,0,0,1
W69,103.799803321204,1.4447277856227,18,0,2,1
PL12,103.909406127335,1.39237066672848,7,0,1,2
PL13,103.910389404451,1.39358865548908,6,0,3,1
SK46,103.885111381814,1.39219919573459,13,0,1,0
SK47,103.885182323922,1.39035811938099,11,3,1,0
JSA1,103.725212881021,1.34841785178212,13,1,4,0
TJ39,103.723318838299,1.32783750029778,20,1,1,0
TM6,103.956349382379,1.35324781420576,15,1,2,1
TM7,103.957625161004,1.35280896665625,13,0,3,1
AR7L,103.785591136571,1.30580772056187,10,0,2,0
CK75,103.744508263159,1.37498244032996,8,0,1,0
CK76,103.746206737981,1.37404045168071,4,0,0,0
W70,103.796809140252,1.44451122279255,17,1,3,0
W74,103.796353530284,1.44321559797015,20,1,3,0
CK65,103.744035897855,1.39201946089182,14,0,2,0
SB1,103.822057279141,1.44648028701205,21,1,1,1
SB6,103.822555133907,1.44534120088779,19,0,1,0
TBM,103.810668702176,1.27179128599522,13,0,0,1
B81,103.934942552253,1.32321112398477,8,0,2,0
B92,103.933935095136,1.32169739418449,10,0,1,0
Y34,103.836175664241,1.42081820042036,21,0,1,0
Y34A,103.836065605851,1.41926926937356,18,0,2,1
B67,103.906394759454,1.33201577208614,14,0,0,0
T74,103.948213461328,1.35941422020648,13,0,3,0
TM10,103.960255096658,1.35335364637941,12,2,3,0
TM9,103.959093065887,1.35334541157381,14,1,3,1
SE12,103.873089062726,1.35784385747932,13,1,2,0
CK70,103.738146490105,1.37693325727702,18,1,2,0
CK71,103.738680846275,1.37668780291728,18,1,2,0
CK77,103.746713680249,1.37655723164178,13,2,0,1
SK34,103.901970849034,1.39668094964829,14,0,3,1
SK35,103.899843568647,1.39519357112563,12,2,3,1
B21,103.941046487191,1.32817796290961,10,0,1,0
W517,103.791519251394,1.43414458310892,21,1,2,0
TM33,103.936071948324,1.35636366733008,14,1,2,0
TM34,103.933432902076,1.35721980974478,19,0,2,0
B89,103.937265461444,1.33095917888919,13,0,2,0
Q94,103.800561105473,1.30763780793456,8,0,0,0
W20,103.774750282009,1.43503803057198,18,1,2,1
Y40,103.836718182701,1.41484769673315,11,1,3,1
A100,103.842602544842,1.37798747319494,18,0,4,1
A73,103.840824696696,1.37884818913778,18,1,3,0
A74,103.843804663727,1.37865168028373,19,1,4,1
Q66,103.799497347263,1.30670478972223,7,0,0,1
TM35,103.934139274531,1.35991484787533,16,1,1,0
BL22,103.713749878244,1.34254350597189,16,2,1,0
JM32,103.708080854042,1.34159993427188,19,0,0,0
PL17,103.916388873979,1.39871729077093,9,1,2,1
PL20,103.915195893025,1.39955586658796,12,0,3,1
PL22,103.915911247993,1.39773989829187,11,0,3,1
PL26,103.915303231434,1.397283842157,12,2,3,2
BLM,103.860958732701,1.31550644016375,16,1,0,1
HG71,103.886373932381,1.3777026962815,22,1,2,0
TM23,103.962181061755,1.35466148603047,10,0,2,0
TM24,103.96144236094,1.35541794839483,13,0,2,0
W108,103.775303827882,1.43158259367513,19,1,3,1
JM2,103.704963603949,1.34393554031555,19,0,1,0
JM3,103.706066836487,1.34458904715404,15,2,0,0
JM4,103.703912720289,1.34444189385743,18,2,1,0
JM11,103.704148956379,1.3417967899715,19,0,1,0
JM26,103.703133742984,1.34557254720718,16,2,2,0
JM27,103.704584463293,1.34630476736012,19,1,0,0
SK55,103.907769441922,1.38714443685951,14,1,1,1
UBM1,103.87262135331,1.31264166397819,13,1,0,1
KB18,103.865733514169,1.32270330074355,10,1,1,0
KB20,103.866442594153,1.323749477342,9,0,1,0
W578,103.796691751178,1.43136379399137,16,1,2,0
W579,103.795534460419,1.43104284628881,18,0,2,0
Y45M,103.842629836738,1.42750262510684,15,0,1,0
HG42,103.883417939939,1.37416103651208,20,2,5,0
KE2,103.91055534078,1.33252872343727,14,0,1,0
KE4,103.91324610644,1.33366709981488,15,0,1,0
BJ29,103.76768309161,1.38493809213445,16,0,2,2
T72,103.945610152353,1.35809417838046,11,0,4,0
A4,103.841192165018,1.36569162058714,14,0,2,0
A24,103.849397652774,1.3647534118811,9,0,2,0
GEML,103.887849792912,1.31993774229849,11,0,0,0
W509,103.789301982868,1.43328519334465,18,0,4,0
W516,103.79077629023,1.43416734934326,19,0,2,1
HG1B,103.90068924136,1.37572084272882,15,2,2,0
BJ24,103.770468267524,1.38326748382288,12,0,4,2
BJ27,103.77095043939,1.38264053838856,12,0,3,2
B11,103.930396179923,1.32834200532456,19,2,1,0
W86,103.801149557163,1.43736183702301,18,1,3,1
W89,103.798554331589,1.43584277989254,22,0,2,0
BJ66,103.757702613356,1.38624857618507,13,1,4,1
BJ67,103.757982903601,1.38734995596946,13,0,1,1
TB18,103.80981167434,1.27651227201785,12,0,1,0
TM48,103.934141427589,1.34707827410843,15,0,3,0
AR1L,103.782631779204,1.30387671852445,9,1,4,0
PL56,103.911729861973,1.40706997946263,4,0,0,0
PL60,103.913258103515,1.40582299864475,4,0,0,0
B50,103.913066561269,1.33044709072511,10,0,1,0
W71,103.798988485898,1.4431865217488,19,1,3,1
PL61,103.908889866747,1.40611490251331,11,0,2,0
PM21,103.949415425402,1.37119698231594,18,0,2,1
Y43,103.84109893131,1.42889947411052,16,1,1,0
B54,103.915203736712,1.33336374406705,11,1,0,0
B91,103.914252333368,1.33279732392796,10,0,1,0
B57,103.919019270987,1.33584339449304,9,1,1,0
TJ35,103.722484004596,1.33290063873656,21,1,1,0
TJ38,103.72177968692,1.33231356853451,21,0,1,0
BL17,103.707740695355,1.34787124144777,13,0,1,0
P13,103.750407846118,1.32069015976828,11,0,0,0
PL66,103.90836953102,1.39358329221585,10,0,2,2
HG12,103.89816102898,1.36669512748577,11,0,0,0
HG13,103.89856384493,1.36783518635272,10,1,1,0
HG14,103.896427660211,1.3691978333066,14,0,2,0
DWSV,103.809616856263,1.29530679539566,14,0,2,0
T48,103.932849992234,1.35388683839537,18,0,1,0
TM45,103.933002997236,1.35534741724517,15,1,2,0
B40,103.932770145165,1.33254994763877,17,0,4,0
W527,103.792556209657,1.43197059240799,18,0,2,0
W536,103.791523601158,1.43113915337607,19,1,3,0
T76,103.95164211871,1.36016774021234,15,0,3,0
KE3,103.911959574832,1.33390932287428,14,0,1,0
W676,103.800732520636,1.43976226078196,18,1,3,1
PR2,103.955442789512,1.36727480254758,11,0,2,0
Y25,103.831008503457,1.41669406192028,10,0,2,1
Y25M,103.832653046118,1.41771289497017,12,1,2,1
HG34,103.881503147646,1.36994247153842,13,1,3,0
B79,103.937406609969,1.33677615545002,8,0,3,0
HG35,103.888963691121,1.36648972259699,16,1,1,0
SE37,103.874888967537,1.37158755114196,21,0,2,0
SE42,103.875104698517,1.37087973961596,18,0,2,0
SE43,103.875682405197,1.37049462678183,18,0,2,0
PL54,103.895344321078,1.40450622624479,9,0,0,2
PL55,103.896841568666,1.40540480563453,11,1,0,2
PL62,103.895528431952,1.40553392641685,10,0,0,2
KU2,103.904345176141,1.32767354997167,11,0,3,0
KU3,103.902451558761,1.32642143793341,10,0,3,0
KU4,103.900051359044,1.32555472197347,7,0,2,0
KU1,103.903083810763,1.32949535487453,14,0,2,0
KU9,103.901089804676,1.32990812718714,12,1,2,0
BR11,103.858964377234,1.32626183868431,10,0,1,0
BR12,103.857718270558,1.32721507960026,9,1,1,0
HG24,103.891691698628,1.35979810733998,20,0,2,0
HG29,103.899080520091,1.37234227117385,14,1,3,0
CR6,103.863352720563,1.30552432796977,16,1,0,2
SB17,103.823689954072,1.45090811422822,19,0,1,0
SB20,103.822508018528,1.45027173257182,26,0,1,1
SB25,103.824786964921,1.45019005935565,18,1,1,0
SB32,103.826377213872,1.45023753397903,11,2,0,0
KE3M,103.911410062649,1.33402114153984,13,0,1,0
BL23,103.711579812048,1.34956058852667,15,2,2,0
TM50,103.931119643904,1.35644833044521,11,1,1,0
PL57,103.91468720452,1.40192086453342,7,0,1,1
PL58,103.916790732652,1.39991483946419,8,2,1,1
SD1,103.877083273246,1.31657267803069,11,0,0,0
PR10,103.95718283418,1.37373895609407,16,1,4,0
PM20,103.947456031696,1.36804163341359,10,0,2,1
P16,103.747164805137,1.31988238059282,17,2,1,0
T12,103.945764607036,1.35108600994213,16,0,3,0
T13,103.945738735296,1.34902398735231,11,0,2,0
CAM,103.798205658094,1.30182105743131,12,2,3,1
CKM7,103.7370709373,1.37597355992316,14,1,1,0
CKM8,103.73836209062,1.37504997521881,13,0,0,0
HG1C,103.903674328175,1.37738968392648,9,1,1,0
W56,103.791467354577,1.43815995260951,21,2,3,1
W889,103.793620569801,1.43801245617434,23,0,2,0
W887,103.794703258874,1.43757371475228,23,2,3,0
MNM,103.859835382153,1.32104215479573,12,0,2,1
T25,103.947107974785,1.35267075931803,18,2,3,0
W505,103.791604594903,1.43213756048175,19,1,3,0
PM15,103.961677110328,1.36416013372386,16,1,1,0
A59,103.858139784101,1.37389622141273,14,0,2,0
BJ21,103.77067200119,1.3859447799989,9,0,2,2
BJ63,103.770291143406,1.38131551055787,17,0,2,3
PM4,103.961442713585,1.37410591914786,15,2,3,0
PM5,103.962608012823,1.37377035307139,14,0,2,0
PM2,103.961012850461,1.37007306561966,24,0,3,0
PM9,103.961216061629,1.36829196705909,23,0,3,0
PRS1,103.960326337703,1.36801715637777,21,0,3,0
W76,103.79510174281,1.44491812645675,16,0,2,0
W77,103.793898461441,1.44606060623527,11,1,1,0
W78,103.796026209299,1.44659302946083,14,0,1,0
PM22,103.952213742156,1.36856243123649,12,2,3,0
PR12,103.952682971027,1.36871369042144,13,0,4,0
DWST,103.811970727741,1.29521624071411,17,0,2,0
Y51,103.847065477365,1.42150305214767,10,0,1,0
Y51M,103.845569186953,1.42274315056858,13,0,1,0
Y53M,103.846016397529,1.42292400010921,13,0,1,0
Y59M,103.849175929833,1.42227374737018,7,0,1,0
Y60M,103.848119478812,1.4211373154277,6,1,1,0
Y61M,103.847588241365,1.42008794650537,6,0,1,0
T24,103.947278978959,1.35443532638861,21,2,3,0
A7,103.841301754389,1.36839248702169,11,0,2,1
A36,103.85527878733,1.36640712809735,11,0,1,0
